Price,Brand,Model,Cores,Threads,Socket Type,Base Speed,Turbo Speed,Integrated Graphics,Memory Generation,Memory Speed,Link
275,Intel,Core i7-6700,4,8,LGA 1151,3.4,4,Intel HD Graphics 530,DDR4,2133,https://amazon.com/dp/B0136JONG8?tag=pcbuilder00-20
110,AMD,Ryzen 5 1400,4,8,AM4,3.2,3.4,None,DDR4,2667,https://amazon.com/dp/B06XKWT8J4?tag=pcbuilder00-20
205.36,Intel,Core i3-9350KF,4,4,LGA 1151,4,4.6,None,DDR4,2400,https://amazon.com/dp/B07NC419VF?tag=pcbuilder00-20
390,Intel,Core i7-7700T,4,8,LGA 1151,2.9,3.8,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01MS73UK2?tag=pcbuilder00-20
240,Intel,Core i7-5775C,4,8,LGA 1150,3.3,3.7,Intel Iris Pro Graphics 6200,DDR4,1600,https://amazon.com/dp/B00YAEA0U2?tag=pcbuilder00-20
160,Intel,Core i3-9100,4,4,LGA 1151,3.6,4.2,Intel UHD Graphics 630,DDR4,2400,https://amazon.com/dp/B07RXW4Y2K?tag=pcbuilder00-20
84.99,AMD,Ryzen 3 3200G,4,4,AM4,3.6,4,Radeon Vega 8,DDR4,2933,https://amazon.com/dp/B07STGHZK8?tag=pcbuilder00-20
329.99,Intel,Core i7-4770K,4,8,LGA 1150,3.5,3.9,Intel HD Graphics 4600,DDR4,1600,https://amazon.com/dp/B00DT5WV6E?tag=pcbuilder00-20
145.07,Intel,Core i3-8350K,4,4,LGA 1151,4,4.2,Intel UHD Graphics 630,DDR4,2400,https://amazon.com/dp/B0759FWJDK?tag=pcbuilder00-20
114,Intel,Core i3-9100F,4,4,LGA 1151,3.6,4.2,None,DDR4,2400,https://amazon.com/dp/B07R7Q3JZH?tag=pcbuilder00-20
225,Intel,Core i5-7600K,4,4,LGA 1151,3.8,4.2,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01MRRPPQS?tag=pcbuilder00-20
280,Intel,Core i7-4770S,4,8,LGA 1150,3.1,3.9,Intel HD Graphics 4600,DDR4,1600,https://amazon.com/dp/B00CO8T9VM?tag=pcbuilder00-20
150,AMD,Ryzen 3 2200G,4,4,AM4,3.5,3.7,Radeon Vega 8,DDR4,2933,https://amazon.com/dp/B079D3DBNM?tag=pcbuilder00-20
108.02,Intel,Core i5-7600,4,4,LGA 1151,3.5,4.1,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B06XQ4KP9J?tag=pcbuilder00-20
260,Intel,Core i5-7640X,4,4,LGA 2066,4,4.2,None,DDR4,2666,https://amazon.com/dp/B071KMBHS8?tag=pcbuilder00-20
102.4,AMD,Ryzen 3 1200,4,4,AM4,3.1,3.4,None,DDR4,2667,https://amazon.com/dp/B0741DN383?tag=pcbuilder00-20
173,Intel,Core i3-8300,4,4,LGA 1151,3.7,5,Intel UHD Graphics 630,DDR4,2400,https://amazon.com/dp/B07CBN3C8G?tag=pcbuilder00-20
170,Intel,Core i3-8100,4,4,LGA 1151,3.6,0,Intel UHD Graphics 630,DDR4,2400,https://amazon.com/dp/B0759FTRZL?tag=pcbuilder00-20
170,Intel,Core i5-7500,4,4,LGA 1151,3.4,3.8,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01MZZJ1P0?tag=pcbuilder00-20
147.34,Intel,Core i5-6600,4,4,LGA 1151,3.3,3.9,Intel HD Graphics 530,DDR4,2133,https://amazon.com/dp/B010T6D39O?tag=pcbuilder00-20
147.91,Intel,Core i5-7600T,4,4,LGA 1151,2.8,3.7,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01N10KQWM?tag=pcbuilder00-20
104,Intel,Core i5-6402P,4,4,LGA 1151,2.8,3.4,Intel HD Graphics 510,DDR4,2133,https://amazon.com/dp/B01B2PJRN2?tag=pcbuilder00-20
130,Intel,Core i5-6500,4,4,LGA 1151,3.2,3.6,None,DDR4,2133,https://amazon.com/dp/B010T6CWI2?tag=pcbuilder00-20
150,Intel,Core i5-7400,4,4,LGA 1151,3,3.5,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01MSTDS3N?tag=pcbuilder00-20
70,Intel,Core i5-6400,4,4,LGA 1151,2.7,3.3,None,DDR4,2133,https://amazon.com/dp/B07PF18XJF?tag=pcbuilder00-20
289.95,Intel,Core i5-6500T,4,4,LGA 1151,2.5,3.1,Intel HD Graphics 530,DDR4,1600,https://amazon.com/dp/B077NHL5LH?tag=pcbuilder00-20
109.99,Intel,Core i3-7350K,2,4,LGA 1151,4.2,4.2,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01NCEJN24?tag=pcbuilder00-20
498.95,Intel,Core i7-4765T,4,8,LGA 1150,2,3,Intel HD Graphics 4600,DDR4,1600,https://amazon.com/dp/B00J5915DI?tag=pcbuilder00-20
100.03,Intel,Core i3-6300,2,4,LGA 1151,3.8,3.8,Intel HD Graphics 530,DDR4,2133,https://amazon.com/dp/B015VPX3G6?tag=pcbuilder00-20
99.04,Intel,Core i3-6300T,2,4,LGA 1151,3.9,3.9,Intel HD Graphics 530,DDR4,2133,https://amazon.com/dp/B0868M96R6?tag=pcbuilder00-20
115,Intel,Core i3-7100,2,4,LGA 1151,3.9,3.9,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01NCESRJX?tag=pcbuilder00-20
115,Intel,Core i3-6100,2,4,LGA 1151,3.7,3.7,Intel HD Graphics 530,DDR4,2133,https://amazon.com/dp/B015VPX2EO?tag=pcbuilder00-20
125.36,Intel,Core i3-7300T,2,4,LGA 1151,3.5,3.5,Intel HD Graphics 630,DDR4,2400,https://amazon.com/dp/B01N1SH0IU?tag=pcbuilder00-20
81.63,Intel,Core i3-6098P,2,4,LGA 1151,3.6,3.6,Intel HD Graphics 510,DDR4,1600,https://amazon.com/dp/B01A3N74YS?tag=pcbuilder00-20
84.48,Intel,Core i3-6100T,2,4,LGA 1151,3.2,3.2,Intel HD Graphics 530,DDR4,2133,https://amazon.com/dp/B015XEXILK?tag=pcbuilder00-20
