Price,Brand,Model,Cabinet Type,Link
129.99,NZXT,CM-H71BG-01,ATX Mid Tower,https://amazon.com/dp/B09VMS8SSN?tag=pcbuilder00-20
129.99,NZXT,CM-H71FB-01,ATX Mid Tower,https://amazon.com/dp/B09VMWNJV1?tag=pcbuilder00-20
129.99,NZXT,CM-H71FW-01,ATX Mid Tower,https://amazon.com/dp/B09VP1V1DL?tag=pcbuilder00-20
129.99,Corsair,5000D,ATX Mid Tower,https://amazon.com/dp/B08M49W6NX?tag=pcbuilder00-20
129.99,Cooler Master,Silencio S600,ATX Mid Tower,https://amazon.com/dp/B07SWXBZLN?tag=pcbuilder00-20
129.99,Corsair,5000D,ATX Mid Tower,https://amazon.com/dp/B08M49BT3B?tag=pcbuilder00-20
129.99,Thermaltake,S500,ATX Mid Tower,https://amazon.com/dp/B07WNYK9W5?tag=pcbuilder00-20
129.99,Thermaltake,Suppressor F31,ATX Mid Tower,https://amazon.com/dp/B01N9WAXEX?tag=pcbuilder00-20
130.21,Cooler Master,MasterBox NR600P,ATX Mid Tower,https://amazon.com/dp/B08CKGXCQB?tag=pcbuilder00-20
130.34,Fractal Design,FD-C-MEL2A-04,ATX Mid Tower,https://amazon.com/dp/B093HJNWWX?tag=pcbuilder00-20
131,NZXT,CM-H71FW-R1,ATX Mid Tower,https://amazon.com/dp/B0BQSQNDX4?tag=pcbuilder00-20
132.01,Thermaltake,CA-1T9-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B09WZLH8C1?tag=pcbuilder00-20
132.42,NZXT,H710,ATX Mid Tower,https://amazon.com/dp/B07T94WD22?tag=pcbuilder00-20
132.53,Rosewill,CULLINAN MX,ATX Mid Tower,https://amazon.com/dp/B077232WC2?tag=pcbuilder00-20
133.16,NZXT,CM-H71FB-R1,ATX Mid Tower,https://amazon.com/dp/B0BQS8GKWV?tag=pcbuilder00-20
133.34,AeroCool,ACCM-PB2301311,ATX Mid Tower,https://amazon.com/dp/B08QJLZBQ7?tag=pcbuilder00-20
133.4,Antec,P120 Crystal,ATX Mid Tower,https://amazon.com/dp/B00006B6UL?tag=pcbuilder00-20
133.67,Fractal Design,FD-C-MEL2A-05,ATX Mid Tower,https://amazon.com/dp/B093HK1YV3?tag=pcbuilder00-20
134.36,be quiet!,Pure Base 500DX,ATX Mid Tower,https://amazon.com/dp/B087D7DBW6?tag=pcbuilder00-20
134.63,SilverStone Technology,RL07,ATX Mid Tower,https://amazon.com/dp/B0789YFT47?tag=pcbuilder00-20
134.99,be quiet!,Pure Base 500DX,ATX Mid Tower,https://amazon.com/dp/B087D7KNL9?tag=pcbuilder00-20
134.99,Antec,P101 Silent,ATX Mid Tower,https://amazon.com/dp/B07LBXP8KZ?tag=pcbuilder00-20
134.99,SilverStone Technology,SST-SEA1SB-G,ATX Mid Tower,https://amazon.com/dp/B0844ZGV92?tag=pcbuilder00-20
134.99,SilverStone Technology,SETA A1 Rose,ATX Mid Tower,https://amazon.com/dp/B0844WFWZW?tag=pcbuilder00-20
135.01,Cooler Master,MB520,ATX Mid Tower,https://amazon.com/dp/B083MKKCQM?tag=pcbuilder00-20
137,Thermaltake,CA-1P5-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B084BNS4NP?tag=pcbuilder00-20
138.69,Lian Li,LANCOOL II MESH C Performance-X,ATX Mid Tower,https://amazon.com/dp/B09PFPRZSZ?tag=pcbuilder00-20
138.99,be quiet!,Pure Base 500,ATX Mid Tower,https://amazon.com/dp/B07TSG8G2H?tag=pcbuilder00-20
139.99,NZXT,CC-H51EW-01,ATX Mid Tower,https://amazon.com/dp/B0B6XWXL4W?tag=pcbuilder00-20
139.99,Thermaltake,Core P3,ATX Mid Tower,https://amazon.com/dp/B07BFGB8Z6?tag=pcbuilder00-20
139.99,NZXT,CM-H71EW-01,ATX Mid Tower,https://amazon.com/dp/B09VP3NVML?tag=pcbuilder00-20
139.99,Thermaltake,CA-1P6-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B0B8X5D9BR?tag=pcbuilder00-20
139.99,Thermaltake,CA-1P6-00M1WN-00,ATX Mid Tower,https://amazon.com/dp/B0B8X573XR?tag=pcbuilder00-20
139.99,Vetroo,MESH6,ATX Mid Tower,https://amazon.com/dp/B08QRWPTLM?tag=pcbuilder00-20
139.99,Lian Li,O11 Dynamic,ATX Mid Tower,https://amazon.com/dp/B08RRSZ6SP?tag=pcbuilder00-20
139.99,SilverStone Technology,SST-PM02W-G,ATX Mid Tower,https://amazon.com/dp/B078TN9WQG?tag=pcbuilder00-20
139.99,SilverStone Technology,SST-PM02B-G,ATX Mid Tower,https://amazon.com/dp/B078TN1H4Z?tag=pcbuilder00-20
140,Fractal Design,Define R5,ATX Mid Tower,https://amazon.com/dp/B00Q2Z11QE?tag=pcbuilder00-20
140,Lian Li,LAN2MRX,ATX Mid Tower,https://amazon.com/dp/B08CSQPBFJ?tag=pcbuilder00-20
140.16,Thermaltake,CA-1N2-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B07Q8GBMH6?tag=pcbuilder00-20
140.37,Thermaltake,View 31,ATX Mid Tower,https://amazon.com/dp/B06XB53D41?tag=pcbuilder00-20
142.26,Lian Li,LANCOOL 3-W White,ATX Mid Tower,https://amazon.com/dp/B0B7NSQS5Q?tag=pcbuilder00-20
142.39,Fractal Design,FD-C-TOR1C-01,ATX Mid Tower,https://amazon.com/dp/B08KTN2D3C?tag=pcbuilder00-20
142.73,Corsair,Carbide SPEC-04,ATX Mid Tower,https://amazon.com/dp/B074VN8HNM?tag=pcbuilder00-20
142.98,Fractal Design,Define C,ATX Mid Tower,https://amazon.com/dp/B01M2CP50B?tag=pcbuilder00-20
142.99,Corsair,CC-9011241-WW,ATX Mid Tower,https://amazon.com/dp/B0BKC5RY3H?tag=pcbuilder00-20
144.1,MSI,306-7G06P11-W57,ATX Mid Tower,https://amazon.com/dp/B08BX31HMC?tag=pcbuilder00-20
144.99,Corsair,5000D AIRFLOW,ATX Mid Tower,https://amazon.com/dp/B08M48QY16?tag=pcbuilder00-20
144.99,Corsair,5000D AIRFLOW,ATX Mid Tower,https://amazon.com/dp/B08M49WW51?tag=pcbuilder00-20
145.99,IN WIN,303,ATX Mid Tower,https://amazon.com/dp/B01GQNOTEC?tag=pcbuilder00-20
146.19,Fractal Design,FD-C-TOR1C-03,ATX Mid Tower,https://amazon.com/dp/B08KTNGMGR?tag=pcbuilder00-20
146.2,Cooler Master,MCB-NR600-KG5N-S00,ATX Mid Tower,https://amazon.com/dp/B07QGW7H9R?tag=pcbuilder00-20
146.33,Lian Li,O11 Dynamic Mini Snow Edition,ATX Mid Tower,https://amazon.com/dp/B09138FCV5?tag=pcbuilder00-20
146.62,Phanteks,Eclipse P400,ATX Mid Tower,https://amazon.com/dp/B01MY0C9D6?tag=pcbuilder00-20
147.35,Thermaltake,CA-1N6-00M1WN-00,ATX Mid Tower,https://amazon.com/dp/B07N3VN79F?tag=pcbuilder00-20
147.99,Thermaltake,CA-1X1-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B0B2KVJNKT?tag=pcbuilder00-20
147.99,MagniumGear,MG-NE620QI_DWT02,ATX Mid Tower,https://amazon.com/dp/B07YFPGHJV?tag=pcbuilder00-20
147.99,Phanteks,MG-NE620QI_DBK02,ATX Mid Tower,https://amazon.com/dp/B07YFR15WK?tag=pcbuilder00-20
148.99,HYTE,CS-HYTE-Y40-BR,ATX Mid Tower,https://amazon.com/dp/B0BQPWJZDK?tag=pcbuilder00-20
149,SilverStone Technology,SST-SEA1TB-G,ATX Mid Tower,https://amazon.com/dp/B0844XKRHL?tag=pcbuilder00-20
149.78,be quiet!,Silent Base 601,ATX Mid Tower,https://amazon.com/dp/B07GT6QKJH?tag=pcbuilder00-20
149.8,SilverStone Technology,SST-SED1-B,ATX Mid Tower,https://amazon.com/dp/B0BW37V4K6?tag=pcbuilder00-20
149.9,be quiet!,Silent Base 601,ATX Mid Tower,https://amazon.com/dp/B07GT5NL3T?tag=pcbuilder00-20
149.9,Geometric Future,Model 8,ATX Mid Tower,https://amazon.com/dp/B09SG8MPQT?tag=pcbuilder00-20
149.9,Geometric Future,Model 8,ATX Mid Tower,https://amazon.com/dp/B09SG9664K?tag=pcbuilder00-20
149.9,be quiet!,BGW61,ATX Mid Tower,https://amazon.com/dp/B0C58VGLGK?tag=pcbuilder00-20
149.9,APNX,APCM-CR01043.11,ATX Mid Tower,https://amazon.com/dp/B0CHMRKVZ5?tag=pcbuilder00-20
149.92,be quiet!,BGW43,ATX Mid Tower,https://amazon.com/dp/B0B832WB3R?tag=pcbuilder00-20
149.99,HYTE,CS-HYTE-Y40-B,ATX Mid Tower,https://amazon.com/dp/B0BQPLV7M6?tag=pcbuilder00-20
149.99,HYTE,CS-HYTE-Y40-BW,ATX Mid Tower,https://amazon.com/dp/B0BQP93GYX?tag=pcbuilder00-20
149.99,Fractal Design,FD-C-NOR1C-02,ATX Mid Tower,https://amazon.com/dp/B09V8HNWW9?tag=pcbuilder00-20
149.99,ADATA,XPG Battle Cruiser,ATX Mid Tower,https://amazon.com/dp/B07ZNR16G1?tag=pcbuilder00-20
149.99,ADATA,XPG Battle Cruiser,ATX Mid Tower,https://amazon.com/dp/B07ZNQGP5N?tag=pcbuilder00-20
149.99,Thermaltake,CA-1X5-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B0BRNXHFMC?tag=pcbuilder00-20
149.99,Thermaltake,CA-1X5-00M1WN-00,ATX Mid Tower,https://amazon.com/dp/B0BRNX4B5Q?tag=pcbuilder00-20
149.99,Phanteks,PH-EC500GA_BBK01,ATX Mid Tower,https://amazon.com/dp/B0BMPPSP5M?tag=pcbuilder00-20
151.4,Cooler Master,Box Lite 5 RGB,ATX Mid Tower,https://amazon.com/dp/B075N2898D?tag=pcbuilder00-20
152.99,Fractal Design,FD-C-NOR1C-01,ATX Mid Tower,https://amazon.com/dp/B09V878FXQ?tag=pcbuilder00-20
153.49,Fractal Design,Define 7 Black,ATX Mid Tower,https://amazon.com/dp/B08146JLXK?tag=pcbuilder00-20
153.99,Thermaltake,Core P3,ATX Mid Tower,https://amazon.com/dp/B07BVZN3PV?tag=pcbuilder00-20
154.8,Lian Li,LANCOOL III RGB,ATX Mid Tower,https://amazon.com/dp/B0B9WF5FW1?tag=pcbuilder00-20
154.9,be quiet!,BGW62,ATX Mid Tower,https://amazon.com/dp/B0C593T9S7?tag=pcbuilder00-20
154.98,be quiet!,Silent Base 601,ATX Mid Tower,https://amazon.com/dp/B07GT4G988?tag=pcbuilder00-20
154.98,be quiet!,Silent Base 601,ATX Mid Tower,https://amazon.com/dp/B07GT5HD1Y?tag=pcbuilder00-20
154.99,ASUS,GT502/WHT/TG//,ATX Mid Tower,https://amazon.com/dp/B0BQD5J39S?tag=pcbuilder00-20
155.9,APNX,APCM-CR01043.21,ATX Mid Tower,https://amazon.com/dp/B0CHMTRFLQ?tag=pcbuilder00-20
156.63,Fractal Design,FD-C-TOR1C-05,ATX Mid Tower,https://amazon.com/dp/B09XR59886?tag=pcbuilder00-20
157.63,MSI,MPGGUNGNIR110RWHITE,ATX Mid Tower,https://amazon.com/dp/B09NTNS59N?tag=pcbuilder00-20
157.75,Sharkoon,Rev200 RGB,ATX Mid Tower,https://amazon.com/dp/B07ZVXPLZF?tag=pcbuilder00-20
158.07,DeepCool,E-SHIELD,ATX Mid Tower,https://amazon.com/dp/B07PM8YP5K?tag=pcbuilder00-20
158.3,Phanteks,PH-EC500ATG_BK01,ATX Mid Tower,https://amazon.com/dp/B088SZTN3Z?tag=pcbuilder00-20
158.39,Thermaltake,CA-1T4-00M1WN-02,ATX Mid Tower,https://amazon.com/dp/B09FP8ZXCV?tag=pcbuilder00-20
159.42,NOX XTREME PRODUCTS,NXHUMMERTGM,ATX Mid Tower,https://amazon.com/dp/B07QVF4DCB?tag=pcbuilder00-20
159.76,Thermaltake,Core P3 TG Pro Snow,ATX Mid Tower,https://amazon.com/dp/B0BDQKYQHS?tag=pcbuilder00-20
159.77,Corsair,CARBIDE 275R,ATX Mid Tower,https://amazon.com/dp/B079JV8ZB9?tag=pcbuilder00-20
159.9,Geometric Future,Model 8,ATX Mid Tower,https://amazon.com/dp/B09SG8QRYZ?tag=pcbuilder00-20
159.99,ASUS,90DC0013-B40000,ATX Mid Tower,https://amazon.com/dp/B08C7B6LWM?tag=pcbuilder00-20
159.99,ASUS,90DC0012-B49000,ATX Mid Tower,https://amazon.com/dp/B07L6CHS16?tag=pcbuilder00-20
159.99,Phanteks,PH-EC500GA_DBK01A,ATX Mid Tower,https://amazon.com/dp/B0BMPG47KQ?tag=pcbuilder00-20
160.43,Cooler Master,H500-KGNN-S00,ATX Mid Tower,https://amazon.com/dp/B09J5DSD5F?tag=pcbuilder00-20
160.66,Thermaltake,CA-1T9-00M1WN-00,ATX Mid Tower,https://amazon.com/dp/B09WZMPZ4L?tag=pcbuilder00-20
161.44,be quiet!,BG029,ATX Mid Tower,https://amazon.com/dp/B07HKT39FR?tag=pcbuilder00-20
164,Fractal Design,Meshify 2 Black,ATX Mid Tower,https://amazon.com/dp/B0822Y6H34?tag=pcbuilder00-20
164.95,Lian Li,LANCOOL 215,ATX Mid Tower,https://amazon.com/dp/B08JM1M9YG?tag=pcbuilder00-20
165.99,Fractal Design,Meshify 2,ATX Mid Tower,https://amazon.com/dp/B0822ZD9NP?tag=pcbuilder00-20
167.08,Fractal Design,FD-C-TOR1C-02,ATX Mid Tower,https://amazon.com/dp/B08KTNHR27?tag=pcbuilder00-20
167.1,be quiet!,Silent Base 601,ATX Mid Tower,https://amazon.com/dp/B07GT3TB1N?tag=pcbuilder00-20
169.39,GAMDIAS,Argus M1,ATX Mid Tower,https://amazon.com/dp/B07ZD9J9WS?tag=pcbuilder00-20
169.9,be quiet!,BG040,ATX Mid Tower,https://amazon.com/dp/B08NW4LD54?tag=pcbuilder00-20
169.9,be quiet!,Silent Base 802,ATX Mid Tower,https://amazon.com/dp/B08NW5741Z?tag=pcbuilder00-20
169.99,Vetroo,K1,ATX Mid Tower,https://amazon.com/dp/B098DW1BNF?tag=pcbuilder00-20
169.99,Fractal Design,Define 7,ATX Mid Tower,https://amazon.com/dp/B08147DC28?tag=pcbuilder00-20
169.99,Thermaltake,View 37,ATX Mid Tower,https://amazon.com/dp/B07JD431D5?tag=pcbuilder00-20
169.99,Segotep,CP-CASE-ST-ATX-T1-WT,ATX Mid Tower,https://amazon.com/dp/B09JB8CBLW?tag=pcbuilder00-20
169.99,Gigabyte,GB-AC300G,ATX Mid Tower,https://amazon.com/dp/B07QBQV85H?tag=pcbuilder00-20
169.99,ASUS,GT502/BLK/TG//,ATX Mid Tower,https://amazon.com/dp/B0BQD5W3N9?tag=pcbuilder00-20
169.99,Lian Li,LANCOOL 3-X Black,ATX Mid Tower,https://amazon.com/dp/B0B46BGBBN?tag=pcbuilder00-20
169.99,Lian Li,PC-LAN3RW,ATX Mid Tower,https://amazon.com/dp/B0B9WT5DKS?tag=pcbuilder00-20
171.12,Lian Li,Lancool2-X,ATX Mid Tower,https://amazon.com/dp/B081TRLCSG?tag=pcbuilder00-20
171.26,SilverStone Technology,22201,ATX Mid Tower,https://amazon.com/dp/B01DXTH0JI?tag=pcbuilder00-20
172.19,Sharkoon,4.04E+12,ATX Mid Tower,https://amazon.com/dp/B08GMZ6TLN?tag=pcbuilder00-20
173,Fractal Design,Meshify 2,ATX Mid Tower,https://amazon.com/dp/B0822ZBCD8?tag=pcbuilder00-20
173.58,Fractal Design,FD-C-TOR1C-04,ATX Mid Tower,https://amazon.com/dp/B08KT8DGQL?tag=pcbuilder00-20
174.41,NZXT,CA-H52FW-01,ATX Mid Tower,https://amazon.com/dp/B09CW354GD?tag=pcbuilder00-20
174.67,Corsair,iCUE 5000X,ATX Mid Tower,https://amazon.com/dp/B08M4B2KQ4?tag=pcbuilder00-20
174.9,be quiet!,BGW63,ATX Mid Tower,https://amazon.com/dp/B0C592W24R?tag=pcbuilder00-20
174.99,Lian Li,O11DEW,ATX Mid Tower,https://amazon.com/dp/B09QMLS87T?tag=pcbuilder00-20
175.85,MSI,GUNGNIR 111R,ATX Mid Tower,https://amazon.com/dp/B09DPFKD9M?tag=pcbuilder00-20
175.99,Fractal Design,Define 7,ATX Mid Tower,https://amazon.com/dp/B08146X7B4?tag=pcbuilder00-20
175.99,Thermaltake,Versa N26,ATX Mid Tower,https://amazon.com/dp/B01ECFZ1X4?tag=pcbuilder00-20
177.52,Fractal Design,FD-C-MES2A-06,ATX Mid Tower,https://amazon.com/dp/B08QZQQJDJ?tag=pcbuilder00-20
178.5,NZXT,H710i,ATX Mid Tower,https://amazon.com/dp/B07TD9Y6L7?tag=pcbuilder00-20
178.5,NZXT,H710i,ATX Mid Tower,https://amazon.com/dp/B07T94WB77?tag=pcbuilder00-20
179.7,Thermaltake,CA-1V2-00M1WN-00,ATX Mid Tower,https://amazon.com/dp/B09CVCWM7D?tag=pcbuilder00-20
179.73,Corsair,Carbide 200R,ATX Mid Tower,https://amazon.com/dp/B009GXZ8MM?tag=pcbuilder00-20
179.9,A ANIDEES,Crystal Cube AR,ATX Mid Tower,https://amazon.com/dp/B07NWHCN69?tag=pcbuilder00-20
179.9,A ANIDEES,AI Crystal Cube Mesh,ATX Mid Tower,https://amazon.com/dp/B07NWHFMXP?tag=pcbuilder00-20
179.99,Phanteks,PH-EC600PSTG_BK01,ATX Mid Tower,https://amazon.com/dp/B07N1N8R9N?tag=pcbuilder00-20
179.99,Segotep,Phoenix ATX,ATX Mid Tower,https://amazon.com/dp/B07WNGN9X4?tag=pcbuilder00-20
179.99,Segotep,Phoenix T1,ATX Mid Tower,https://amazon.com/dp/B08QHH4YMF?tag=pcbuilder00-20
179.99,Thermaltake,Level 20 RS,ATX Mid Tower,https://amazon.com/dp/B0837KQFCN?tag=pcbuilder00-20
180.37,Cooler Master,MasterBox 540,ATX Mid Tower,https://amazon.com/dp/B08W1ZJT1K?tag=pcbuilder00-20
181,MSI,MPG Sekira 100R,ATX Mid Tower,https://amazon.com/dp/B08FF7DZY3?tag=pcbuilder00-20
181.49,Corsair,iCUE 220T,ATX Mid Tower,https://amazon.com/dp/B0821SDWKL?tag=pcbuilder00-20
182.13,NZXT,H710,ATX Mid Tower,https://amazon.com/dp/B07T81N2H8?tag=pcbuilder00-20
185,MSI,MPG GUNGNIR 111M,ATX Mid Tower,https://amazon.com/dp/B08D2S2DVT?tag=pcbuilder00-20
185.56,Cooler Master,MasterBox Pro 5,ATX Mid Tower,https://amazon.com/dp/B075N132C7?tag=pcbuilder00-20
186.77,SilverStone Technology,SST-GD11B,ATX Mid Tower,https://amazon.com/dp/B0B5GV42GH?tag=pcbuilder00-20
189.13,MSI,306-7G19R21-809,ATX Mid Tower,https://amazon.com/dp/B0979Z327D?tag=pcbuilder00-20
189.92,AeroCool,Boitier Moyen,ATX Mid Tower,https://amazon.com/dp/B07V5JGYFV?tag=pcbuilder00-20
189.99,Phanteks,Eclipse P600S,ATX Mid Tower,https://amazon.com/dp/B07N1MBZ1W?tag=pcbuilder00-20
189.99,Fractal Design,FD-C-MES2A-08,ATX Mid Tower,https://amazon.com/dp/B08QZRZFN4?tag=pcbuilder00-20
193.1,Phanteks,Enthoo Evolv X,ATX Mid Tower,https://amazon.com/dp/B07GY29X6J?tag=pcbuilder00-20
195,Lian Li,LANCOOL 205 MESH RGB,ATX Mid Tower,https://amazon.com/dp/B09DYRVRMG?tag=pcbuilder00-20
195,Lian Li,LANCOOL 205 Mesh,ATX Mid Tower,https://amazon.com/dp/B093TNMQ9W?tag=pcbuilder00-20
195.41,be quiet!,Dark Base 700,ATX Mid Tower,https://amazon.com/dp/B0773NWQNQ?tag=pcbuilder00-20
196.8,Corsair,Crystal 680X,ATX Mid Tower,https://amazon.com/dp/B07MSQ63WS?tag=pcbuilder00-20
196.99,be quiet!,Silent Base 601,ATX Mid Tower,https://amazon.com/dp/B07GT3PRNL?tag=pcbuilder00-20
198.46,NZXT,H710,ATX Mid Tower,https://amazon.com/dp/B07TD9V22K?tag=pcbuilder00-20
198.58,be quiet!,Silent Base 802,ATX Mid Tower,https://amazon.com/dp/B08NW2P9Z5?tag=pcbuilder00-20
198.58,be quiet!,Silent Base 802,ATX Mid Tower,https://amazon.com/dp/B08NW4MK1X?tag=pcbuilder00-20
199,HYTE,CS-HYTE-Y60-WW,ATX Mid Tower,https://amazon.com/dp/B0BVJ4ZFPZ?tag=pcbuilder00-20
199,iBUYPOWER,SNOWBLIND S CASE,ATX Mid Tower,https://amazon.com/dp/B08413J5QG?tag=pcbuilder00-20
199.72,Fractal Design,Define 7,ATX Mid Tower,https://amazon.com/dp/B08146VT7V?tag=pcbuilder00-20
199.99,Cooler Master,MasterCase H500M,ATX Mid Tower,https://amazon.com/dp/B07DF2SP3X?tag=pcbuilder00-20
199.99,Thermaltake,Core P90,ATX Mid Tower,https://amazon.com/dp/B078TMMJY8?tag=pcbuilder00-20
199.99,Thermaltake,CA-1V2-00M6WN-00,ATX Mid Tower,https://amazon.com/dp/B09CVWQJCR?tag=pcbuilder00-20
199.99,HYTE,CS-HYTE-Y60-BR,ATX Mid Tower,https://amazon.com/dp/B0BGVWX5H8?tag=pcbuilder00-20
199.99,HYTE,CS-HYTE-Y60-BW,ATX Mid Tower,https://amazon.com/dp/B09TPZ5R6B?tag=pcbuilder00-20
199.99,HYTE,CS-HYTE-Y60-B,ATX Mid Tower,https://amazon.com/dp/B09TQ1J58V?tag=pcbuilder00-20
199.99,Razer,RC21-01420100-R3M1,ATX Mid Tower,https://amazon.com/dp/B08G3LXFV6?tag=pcbuilder00-20
199.99,Fractal Design,FD-C-TOR1A-03,ATX Mid Tower,https://amazon.com/dp/B099X5M4FQ?tag=pcbuilder00-20
199.99,Thermaltake,CA-1E7-00M9WN-00,ATX Mid Tower,https://amazon.com/dp/B07DVQC4KB?tag=pcbuilder00-20
199.99,Thermaltake,CA-1T4-00M6WN-01,ATX Mid Tower,https://amazon.com/dp/B09FPCXCXC?tag=pcbuilder00-20
199.99,Thermaltake,CA-1T4-00M1WN-01,ATX Mid Tower,https://amazon.com/dp/B09FP5WWSV?tag=pcbuilder00-20
200.17,Corsair,iCUE 4000D RGB AIRFLOW,ATX Mid Tower,https://amazon.com/dp/B0BKBV7QMM?tag=pcbuilder00-20
203.23,Phanteks,Eclipse P600S,ATX Mid Tower,https://amazon.com/dp/B07N1MS2JV?tag=pcbuilder00-20
204.12,Fractal Design,FD-C-TOR1A-01,ATX Mid Tower,https://amazon.com/dp/B099X7C238?tag=pcbuilder00-20
204.12,COUGAR,CGR-5LMHO,ATX Mid Tower,https://amazon.com/dp/B08C27JWL7?tag=pcbuilder00-20
205.86,Phanteks,PH-EC500GA_DMW01A,ATX Mid Tower,https://amazon.com/dp/B0BMPD1CVP?tag=pcbuilder00-20
207.34,Corsair,Carbide SPEC-Omega,ATX Mid Tower,https://amazon.com/dp/B07B2YJXLM?tag=pcbuilder00-20
207.98,Fractal Design,Define 7 Black,ATX Mid Tower,https://amazon.com/dp/B08146X79Y?tag=pcbuilder00-20
207.98,Fractal Design,Define 7,ATX Mid Tower,https://amazon.com/dp/B08146VVWT?tag=pcbuilder00-20
208.86,Fractal Design,FD-C-TOR1A-02,ATX Mid Tower,https://amazon.com/dp/B08698DZ25?tag=pcbuilder00-20
209.99,Cooler Master,MasterCase H500P,ATX Mid Tower,https://amazon.com/dp/B084DPT3N2?tag=pcbuilder00-20
212,Cooler Master,MasterBox K500,ATX Mid Tower,https://amazon.com/dp/B07B5XNBQN?tag=pcbuilder00-20
213.99,Corsair,CC-9011242-WW,ATX Mid Tower,https://amazon.com/dp/B0BKC67D3V?tag=pcbuilder00-20
214.78,NZXT,CM-H71EB-01,ATX Mid Tower,https://amazon.com/dp/B09VNZHL44?tag=pcbuilder00-20
214.98,MUSETEX,K2-MU1000,ATX Mid Tower,https://amazon.com/dp/B0CM37C5Y1?tag=pcbuilder00-20
214.99,Corsair,iCUE 5000X RGB,ATX Mid Tower,https://amazon.com/dp/B08M4BN431?tag=pcbuilder00-20
218.35,Corsair,CC-9011243-WW,ATX Mid Tower,https://amazon.com/dp/B0BKC8V2L2?tag=pcbuilder00-20
219.3,Fractal Design,FD-C-TOR1A-07,ATX Mid Tower,https://amazon.com/dp/B09XQS5GJN?tag=pcbuilder00-20
220.99,NZXT,H710i,ATX Mid Tower,https://amazon.com/dp/B07T7L8HQ5?tag=pcbuilder00-20
222.49,SilverStone Technology,RL05BW-W,ATX Mid Tower,https://amazon.com/dp/B076QDPRM4?tag=pcbuilder00-20
229,Lian Li,LAN2MRW,ATX Mid Tower,https://amazon.com/dp/B08CSRXFSQ?tag=pcbuilder00-20
229.9,be quiet!,BGW58,ATX Mid Tower,https://amazon.com/dp/B0CKXY7BPQ?tag=pcbuilder00-20
229.9,be quiet!,BGW64,ATX Mid Tower,https://amazon.com/dp/B0C597FL85?tag=pcbuilder00-20
229.99,Corsair,Carbide 275R,ATX Mid Tower,https://amazon.com/dp/B079JVTPJK?tag=pcbuilder00-20
231.23,IN WIN,904.Plus Black,ATX Mid Tower,https://amazon.com/dp/B00RUB1SN0?tag=pcbuilder00-20
231.25,Fractal Design,FD-C-TOR1A-04,ATX Mid Tower,https://amazon.com/dp/B08699NR75?tag=pcbuilder00-20
231.98,AZZA,430B,ATX Mid Tower,https://amazon.com/dp/B002VA87W0?tag=pcbuilder00-20
232.37,NZXT,CM-H91EB-01,ATX Mid Tower,https://amazon.com/dp/B0BG196XDP?tag=pcbuilder00-20
234.99,PrimoChill,MWB-BK-BK,ATX Mid Tower,https://amazon.com/dp/B01GGK5UO8?tag=pcbuilder00-20
236.24,Cooler Master,MasterCase Mesh S00,ATX Mid Tower,https://amazon.com/dp/B01MDS8L83?tag=pcbuilder00-20
236.34,SilverStone Technology,CS380B,ATX Mid Tower,https://amazon.com/dp/B01MA6NJE8?tag=pcbuilder00-20
238.75,NZXT,CM-H91EW-01,ATX Mid Tower,https://amazon.com/dp/B0BFZZVDZR?tag=pcbuilder00-20
239.99,MSI,SEKIRA 500X,ATX Mid Tower,https://amazon.com/dp/B07V462M6M?tag=pcbuilder00-20
240.99,Phanteks,Enthoo Evolv X,ATX Mid Tower,https://amazon.com/dp/B07GY355N2?tag=pcbuilder00-20
242,Corsair,Carbide 100R,ATX Mid Tower,https://amazon.com/dp/B00RORBQSW?tag=pcbuilder00-20
243.71,Zalman,S3-600W,ATX Mid Tower,https://amazon.com/dp/B0851G8BSV?tag=pcbuilder00-20
244.99,Corsair,7000D AIRFLOW,ATX Mid Tower,https://amazon.com/dp/B094442NL5?tag=pcbuilder00-20
244.99,Phanteks,Enthoo Evolv X,ATX Mid Tower,https://amazon.com/dp/B07GY26TZJ?tag=pcbuilder00-20
246.49,SilverStone Technology,TJ04B-E,ATX Mid Tower,https://amazon.com/dp/B0078ZZ2FI?tag=pcbuilder00-20
248.67,Fractal Design,FD-C-TOR1A-06,ATX Mid Tower,https://amazon.com/dp/B0869DD92T?tag=pcbuilder00-20
249.99,PHANTEKS THERMAL SOLUTIONS,PH-E518XTG_DMW01,ATX Mid Tower,https://amazon.com/dp/B09RZVHSGB?tag=pcbuilder00-20
256,Corsair,Obsidian 500D,ATX Mid Tower,https://amazon.com/dp/B07C46L1D8?tag=pcbuilder00-20
258.12,Fractal Design,FD-C-TOR1A-05,ATX Mid Tower,https://amazon.com/dp/B099X5T116?tag=pcbuilder00-20
265.53,NZXT,H700i Ninja,ATX Mid Tower,https://amazon.com/dp/B07D95LYNW?tag=pcbuilder00-20
269.99,Thermaltake,A500,ATX Mid Tower,https://amazon.com/dp/B07JDF4SSZ?tag=pcbuilder00-20
