Title,Price,Brand,Model,Power,Efficiency,Link
FSP Dagger Pro 650W Mini ITX Solution/SFX 12V / Micro ATX 80 Plus Gold Certified Full Modular VR / 4K Ready Gaming Power Supply,124.99,FSP,Dagger Pro 650,650 W,80+ Gold,https://amazon.com/dp/B07SYSLZDR?tag=pcbuilder00-20
"EVGA Supernova 1600 G+, 80+ Gold 1600W, Fully Modular, 10 Year Warranty",269.99,EVGA,1600 G+,1600 W,80+ Gold,https://amazon.com/dp/B08F1DKWX5?tag=pcbuilder00-20
"CORSAIR VS450 Series, 80+ White Certified 450W Non-Modular Power Supply",399.99,Corsair,VS450,450 W,80+,https://amazon.com/dp/B078HNG7VD?tag=pcbuilder00-20
PowerSpec 650W Power Supply 80 Plus Bronze Certified Fixed Cable Non-Modular ATX PSU,Used),PowerSpec,PS 650BF,650 W,80+ Bronze,https://amazon.com/dp/B097BKYBXL?tag=pcbuilder00-20
Corsair Enthusiast Series TX 750 Watt ATX/EPS 80 PLUS Bronze,384.98,Corsair,TX750,750 W,80+ Bronze,https://amazon.com/dp/B004MYFODI?tag=pcbuilder00-20
Apevia CAPTAIN550 ATX Power Supply with All Black Cables,31.99,Apevia,CAPTAIN550,550 W,80+,https://amazon.com/dp/B089PZCB7X?tag=pcbuilder00-20
"Rosewill Gaming 80 Plus Gold 1200W Power Supply / PSU, PHOTON Series Full Modular 1200 Watt 80 PLUS Gold Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",/A,Rosewill,PHOTON-1200,1200 W,80+ Gold,https://amazon.com/dp/B00NYVTHH4?tag=pcbuilder00-20
Seasonic SSR-1000TD Flagship Prime Series 1000W Titanium Full Modular ATX12V & EPS12V 135mm FDB Fan Super Quiet Power Supply,686.86 (Used),Seasonic,SSR-1000TD,1000 W,80+ Titanium,https://amazon.com/dp/B01N4KYU0T?tag=pcbuilder00-20
SilverStone Technology SST-SX650-G 650W SFX Fully Modular 80 Plus Gold PSU with Improved 92mm Fan and Japanese Capacitors,126,SilverStone Technology,SST-SX650-G,650 W,80+ Gold,https://amazon.com/dp/B075M5T9Q8?tag=pcbuilder00-20
Seasonic X-850 850W 80 Plus Gold ATX12V/EPS12V Power Supply,195.99 (Used),Seasonic,X-850,850 W,80+ Gold,https://amazon.com/dp/B004ETEFTK?tag=pcbuilder00-20
"EVGA Supernova 1300 P+, 80+ Platinum 1300W, Fully Modular, 10 Year Warranty",290,EVGA,220-PP-1300-X1,1300 W,80+ Platinum,https://amazon.com/dp/B099816R9C?tag=pcbuilder00-20
"Seasonic FOCUS 650 Gold, 80+ Gold 650W Semi-Modular Power Supply",133.99,Seasonic,FOCUS Gold,650 W,80+ Gold,https://amazon.com/dp/B07793TFW8?tag=pcbuilder00-20
"Corsair RM650x, 650W, Fully Modular Power Supply, 80+ Gold Certified",224.40,Corsair,RM650x,650 W,80+ Gold,https://amazon.com/dp/B00EB7UIRS?tag=pcbuilder00-20
"CORSAIR AX760, 760 Watt, 80+ Platinum Certified, Fully Modular Power Supply",699.99,Corsair,AX760,760 W,80+ Platinum,https://amazon.com/dp/B00A0HZMEM?tag=pcbuilder00-20
Cooler Master MasterWatt Lite 600W 80 Plus Power Supply,/A,Cooler Master,MasterWatt Lite 600,600 W,80+,https://amazon.com/dp/B06ZXQM46P?tag=pcbuilder00-20
"Cooler Master MasterWatt Lite, 80+ Certified 500W ATX Power Supply",/A,Cooler Master,MasterWatt Lite 500W,500 W,80+,https://amazon.com/dp/B06Y63K3HP?tag=pcbuilder00-20
"PowerSpec 750W Power Supply Semi Modular 80 Plus Bronze Certified ATX PSU Active PFC SLI Crossfire Ready Gaming PC Computer Power Supplies, PS 750BSM",84.99,PowerSpec,PS 750BSM,750 W,80+ Bronze,https://amazon.com/dp/B08YYJHNMH?tag=pcbuilder00-20
"PowerSpec 650 Watt 80 Plus Gold Semi Modular ATX Power Supply Active PFC SLI Crossfire Ready Gaming PC PSU Computer Power Supplies, PS 650GSM",155,PowerSpec,PS 650GSM,650 W,80+ Gold,https://amazon.com/dp/B089BVV82M?tag=pcbuilder00-20
XPG CORE Reactor 850Watt 80 Plus Gold Certified Fully Modular Power Supply,123,XPG,CREACTOR 850G,850 W,80+ Gold,https://amazon.com/dp/B07Z8J5JJ5?tag=pcbuilder00-20
"Seasonic Prime TX-750, 750W 80+ Titanium, Full Modular, Fan Control in Fanless, Silent",227.49,Seasonic,PRIME-TX-750,750 W,80+ Titanium,https://amazon.com/dp/B07WSJW646?tag=pcbuilder00-20
"EVGA 750 B3, 80+ BRONZE 750W, Fully Modular, EVGA ECO Mode, Compact 160mm Size, Power Supply",/A,EVGA,220-B3-0750-V1,750 W,80+ Bronze,https://amazon.com/dp/B071Y1NLZR?tag=pcbuilder00-20
Seasonic PRIME 750 Titanium SSR-750TR 750W 80+ Titanium ATX12V & EPS12V Full Modular 135mm FDB Fan Power On Self Tester,229.99,Seasonic,PRIME 750,750 W,80+ Titanium,https://amazon.com/dp/B075M3WC9K?tag=pcbuilder00-20
Corsair Professional Series Gold High Performance AX650 80 Plus Gold Certified 650-Watt Power Supply,250,Corsair,CP-9020006-NA,650 W,80+ Gold,https://amazon.com/dp/B00539M628?tag=pcbuilder00-20
Coolmax 400W SATA&20/24pin Power Supply V-400,24.99,Coolmax Technologies,14616,400 W,,https://amazon.com/dp/B000BKBVT8?tag=pcbuilder00-20
"Super Flower Leadex III ARGB 850W 80+ Gold, Addressable LEDs with 5V Motherboard Sync/Analog Controlled, ECO Fanless & Silent Mode,Full Modular Power Supply",/A,SUPER FLOWER,Leadex III,850 W,80+ Gold,https://amazon.com/dp/B082L36ZRY?tag=pcbuilder00-20
Corsair Professional Series  AX 850 Watt ATX/EPS Modular 80 PLUS Gold (AX850),499.99,Corsair,CMPSU-850AX,850 W,80+ Gold,https://amazon.com/dp/B003PJ6QW4?tag=pcbuilder00-20
"EVGA Supernova 750 PQ, 80+ Platinum 750W, Semi Modular, EVGA ECO Mode, 10 Year Warranty",210,EVGA,210-PQ-0750-X1,750 W,80+ Platinum,https://amazon.com/dp/B07BVZXW55?tag=pcbuilder00-20
"SilverStone Technology, 80 Plus Bronze Certified 550W ATX Power Supply",47.02,SilverStone Technology,Essential,550 W,80+ Bronze,https://amazon.com/dp/B071HHSY2M?tag=pcbuilder00-20
"CORSAIR RMi Series, RM1000i, 1000 Watt, 80+ Gold Certified, Fully Modular - Digital Power Supply",399.99 (Used),Corsair,RM1000i,1000 W,80+ Gold,https://amazon.com/dp/B00YPNSQRW?tag=pcbuilder00-20
"Gigabyte PB500 80 Plus Bronze 500W, Quiet Fan, Active Power Protection, Power Supply",87.57,Gigabyte,GP-PB500,500 W,80+ Bronze,https://amazon.com/dp/B06XYT17MC?tag=pcbuilder00-20
"EVGA SuperNOVA 1600 G2 80+ GOLD, 1600W Fully Modular NVIDIA SLI and Crossfire Ready",650,EVGA,SuperNOVA 1600 G2,1600 W,80+ Gold,https://amazon.com/dp/B00MMLUIE8?tag=pcbuilder00-20
Silverstone Tek 1500W ATX12V/EPS12V SLI Ready CrossFire Ready 80 PLUS Silver Certified Modular Active PFC Power Supply,359.99,SilverStone Technology,Tek 1500W,1500 W,80+ Silver,https://amazon.com/dp/B002BH3Z84?tag=pcbuilder00-20
Silverstone ATX12V/EPS12V 850W Silver PFC Power Supply,/A,SilverStone Technology,ST85F-P,850 W,80+ Silver,https://amazon.com/dp/B00307RLZW?tag=pcbuilder00-20
"Corsair RMi Series, RM750i, 750 Watt, 80+ Gold Certified, Fully Modular - Digital Power Supply",231.41 (Used),Corsair,RM750i,750 W,80+ Gold,https://amazon.com/dp/B00YPNSQTU?tag=pcbuilder00-20
Silverstone Tek 700W +12V Rail 80PLUS Bronze 100% Fully Modular Active PFC Power Supply ATX12V/EPS12V 700 Power Supply,97.44,SilverStone Technology,Tek ST70F,700 W,80+ Bronze,https://amazon.com/dp/B00S5V5C4A?tag=pcbuilder00-20
Silverstone Tek 600W +12V Rail 80PLUS Bronze 100% Fully Modular Active PFC Power Supply ATX12V/EPS12V 600 Power Supply,/A,SilverStone Technology,ST60F-PB,600 W,80+ Bronze,https://amazon.com/dp/B00S5V5BVY?tag=pcbuilder00-20
Gigabyte AP750GM alimentatore per Computer 750 W ATX Nero,171.89,Gigabyte,GP-AP750GM-UK,750 W,80+ Gold,https://amazon.com/dp/B07K49W6P7?tag=pcbuilder00-20
Raidmax Hybrid 2 RX-530SS 530W ATX12V V2.2/EPS12V SLI Ready Crossfire Ready Modular LED Power Supply,49.99,Raidmax,RX-530SS,530 W,,https://amazon.com/dp/B000TYN2PC?tag=pcbuilder00-20
"Corsair Power Supplies , TXM 850W",439.98,Corsair,CP-9020130-NA,850 W,80+ Gold,https://amazon.com/dp/B01N5WW9GQ?tag=pcbuilder00-20
"Corsair AX850 Series, 80+ Titanium Certified 850W Fully Modular Power Supply",408.23,Corsair,AX850,850 W,80+ Titanium,https://amazon.com/dp/B07MRF491W?tag=pcbuilder00-20
Thermaltake TR2 500W 80+ Bronze ATX 12V 2.4/EPS 12V 2.92 Power Supply,Used),Thermaltake,PS-TR2-0500NPCBUS-B,500 W,80+ Bronze,https://amazon.com/dp/B00NW6W1XS?tag=pcbuilder00-20
Seasonic M12II EVO 520 SS-520GM2 520W 80+ Bronze EVO Edition ATX12V & EPS12V Full Modular 105 °C Japanese Capacitor Power Supply,158.68 (Used),Seasonic,M12II EVO 520,520 W,80+ Bronze,https://amazon.com/dp/B0038T0V8Q?tag=pcbuilder00-20
"Cooler Master V750 Gold White Edition V2 Full Modular, 750W, 80+ Gold Efficiency, Semi-fanless Operation, 16AWG PCIe high-Efficiency Cables",139.58,Cooler Master,V750,750 W,80+ Gold,https://amazon.com/dp/B08FKM9RY2?tag=pcbuilder00-20
"SilverStone Technology 600W SFX Form Factor 80 PLUS GOLD Full Modular Power Supply with +12V single rail, Active PFC",/A,SilverStone Technology,SX600-G,600 W,80+ Gold,https://amazon.com/dp/B00MO675S8?tag=pcbuilder00-20
Corsair CMPSU-750TX 750-Watt TX Series 80 Plus Certified Power Supply compatible with Core i7 and Core i5,99.61 (Used),Corsair,CMPSU-750TX,750 W,80+,https://amazon.com/dp/B000X2677A?tag=pcbuilder00-20
SilverStone Technology 700W SFX Fully Modular 80 Plus Gold PSU with Improved 92mm Fan and Japanese Capacitors.,122.29,SilverStone Technology,SST-SX700-G,700 W,80+ Gold,https://amazon.com/dp/B07M6F81J7?tag=pcbuilder00-20
XPG CORE Reactor 750 Watt 80 Plus Gold Certified Fully Modular Power Supply,109.99,XPG,CORE Reactor 750,750 W,80+ Gold,https://amazon.com/dp/B07ZRWYMNW?tag=pcbuilder00-20
XPG CORE Reactor 650Watt 80 Plus Gold Certified Fully Modular Power Supply,99.99,XPG,CREACTOR650G-BKCGB,650 W,80+ Gold,https://amazon.com/dp/B07Z8J1973?tag=pcbuilder00-20
"Phanteks AMP 550 Series, 80 Plus Gold Certified Fully Modular ATX Power Supply",/A,Phanteks,AMP 550,550 W,80+ Gold,https://amazon.com/dp/B07W6S2ZJP?tag=pcbuilder00-20
"EVGA 850 B3, 80+ BRONZE 850W, Fully Modular, EVGA ECO Mode, 5 Year Warranty, Compact 160mm Size, Power Supply",Used),EVGA,220-B3-0850-V1,850 W,80+ Bronze,https://amazon.com/dp/B071YB4RNM?tag=pcbuilder00-20
"Super Flower Leadex III ARGB 80+ Gold, Addressable LEDs with 5V Motherboard Sync/Analog Controlled, ECO Fanless & Silent Mode",/A,SUPER FLOWER,Flower Leadex III,750 W,80+ Gold,https://amazon.com/dp/B082L24N5J?tag=pcbuilder00-20
"Super Flower Leadex III ARGB 80+ Gold, Addressable LEDs with 5V Motherboard Sync/Analog Controlled, ECO Fanless & Silent Mode",/A,SUPER FLOWER,Leadex III RGB,650 W,80+ Gold,https://amazon.com/dp/B0865KF3S9?tag=pcbuilder00-20
Corsair CX Series 850 Watt 80 Plus Bronze Certified Modular Power Supply,199.99 (Used),Corsair,CP-9020099-NA,850 W,80+ Gold,https://amazon.com/dp/B00OVCJKWC?tag=pcbuilder00-20
"CORSAIR VS Series, VS500, 500 Watt, 80+ White Certified, Non-Modular Power Supply",199.99,Corsair,VS500,500 W,80+,https://amazon.com/dp/B01N2HRRH4?tag=pcbuilder00-20
Raidmax 300W XT Series Power Supply,29.99,Raidmax,RX-300XT,300 W,80,https://amazon.com/dp/B0714K8QLJ?tag=pcbuilder00-20
"EVGA 500 BT, 80+ Bronze, 500W, Power Supply",124.15,EVGA,100-BT-0500-K1,500 W,80+ Bronze,https://amazon.com/dp/B07QWNQQKQ?tag=pcbuilder00-20
"Xilence 500W Performance C ErP2014, XN042",80.60,Xilence,XN042,500 W,80,https://amazon.com/dp/B00OZ08W3S?tag=pcbuilder00-20
SilverStone Technology 1200 Watt Fully Modular 80 Plus Platinum Power Supply in Ultra Compact 140MM in Depth,238.98,SilverStone Technology,ST1200,1200 W,80+ Platinum,https://amazon.com/dp/B07N4QD7RM?tag=pcbuilder00-20
"SilverStone Technology SX1000 Platinum, 80 Plus Platinum 1000W Fully Modular SFX-L Power Supply",287.97,SilverStone Technology,SX1000-LPT,1000 W,80+ Platinum,https://amazon.com/dp/B0919YY7Z6?tag=pcbuilder00-20
"CORSAIR RM Series, RM750, 750 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",83.99,Corsair,RM750,750 W,80+ Gold,https://amazon.com/dp/B093R3HVCK?tag=pcbuilder00-20
Seasonic M12-II EVO 520W Bronze Power Supply Unit,/A,Seasonic,M12II EVO 520,520 W,80+ Bronze,https://amazon.com/dp/B00HG2R3FU?tag=pcbuilder00-20
Seasonic PRIME 1300 Platinum SSR-1300PD 1300W 80+ Platinum ATX12V & EPS12V Full Modular 135mm FDB Fan Power On Self Tester Power Supply,270.60,Seasonic,PRIME 1300,1300 W,80+ Platinum,https://amazon.com/dp/B0788DL6VN?tag=pcbuilder00-20
FSP Group Mini ITX Solution / Flex ATX 80 Plus Platinum 500W PMBus V1.2 High Efficiency Power Supply,192,FSP,FSP500-50FSPT,500 W,80+ Platinum,https://amazon.com/dp/B01N4IGM0O?tag=pcbuilder00-20
FSP Group Mini ITX Solution/Flex ATX 80 Plus Gold 400W high Efficiency Power Supply,99.99,FSP,FSP400-60FGGBA,400 W,80+ Gold,https://amazon.com/dp/B014G2OUG2?tag=pcbuilder00-20
FSP Group Mini ITX Solution/Flex ATX 80 Plus Bronze 24-Pin 300W Power Supply,148.02,FSP,FSP300-60LG-5K,300 W,80+ Bronze,https://amazon.com/dp/B00QQ6871G?tag=pcbuilder00-20
FSP Group Mini ITX Solution/Flex ATX 220W 80 Plus Certified Active PFC Power Supply,98.68 (Used),FSP,FSP220-60LE(80),220 W,80+,https://amazon.com/dp/B0015PSYHA?tag=pcbuilder00-20
"SilverStone Technology Silverstone 300W SFX Small in Size, Big On Power 80 Plus Bronze Efficiency and Silent Running Fan for Class Leading",51.99,SilverStone Technology,SST-SX300-B,300 W,80+ Bronze,https://amazon.com/dp/B07ZJ19XT3?tag=pcbuilder00-20
be quiet! SFX 300 W Power 2 Alimentation PC,/A,BEQUIET,Power 2,300 W,80+ Bronze,https://amazon.com/dp/B00I5ZYNX2?tag=pcbuilder00-20
"Rosewill Gaming 80 Plus Gold 650W Power Supply / PSU, PHOTON Series Full Modular 650 Watt 80 PLUS Gold Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",/A,Rosewill,PHOTON-650,650 W,80+ Gold,https://amazon.com/dp/B00NWW43DI?tag=pcbuilder00-20
SilverStone Technology 450W SFX Form Factor 80 Plus Bronze Power Supply with +12V Single Rail,/A,SilverStone Technology,SST-ST45SF,450 W,80+ Bronze,https://amazon.com/dp/B003H4QPDC?tag=pcbuilder00-20
"Cooler Master V850 Gold White Edition V2 Full Modular,850W, 80+ Gold Efficiency, Semi-fanless Operation, 16AWG PCIe high-Efficiency Cables, 10 Year Warranty",151.90,Cooler Master,MPY-850V-AGBAG-US,850 W,80+ Gold,https://amazon.com/dp/B00FZSIALI?tag=pcbuilder00-20
PC Power & Cooling Silencer Series 1050 Watt 80Plus Platinum Fully-Modular Ultra Quiet ATX PC Power Supply,190.36,PC Power & Cooling,Silencer 1050,1050 W,80+ Platinum,https://amazon.com/dp/B077YXBMTC?tag=pcbuilder00-20
"Thermaltake Toughpower DPS G, 80+ Gold Certified 650W Fully Modular ATX Power Supply",135,Thermaltake,Toughpower DPS G,650 W,80+ Gold,https://amazon.com/dp/B00M9B22W2?tag=pcbuilder00-20
XILENCEPOWER Netzteil ATX 700W Xilence XP700R6 Performance C Serie,144,XILENCEPOWER,XN046,700 W,,https://amazon.com/dp/B01A9H7U3S?tag=pcbuilder00-20
Corsair CMPSU-650TX 650-Watt TX Series 80 Plus Certified Power Supply,299.99,Corsair,CMPSU-650TX,650 W,80+,https://amazon.com/dp/B000X24ISU?tag=pcbuilder00-20
InWin PB-750W PB Series (Premium Basic Series) 750 Watt Fully Modular Power Supply 80+ Gold Certified,147.88,IN WIN,PB-750W,750 W,80+ Gold,https://amazon.com/dp/B07KJT42LB?tag=pcbuilder00-20
SilverStone Technology 1000 Watt Fully Modular 80 Plus Platinum Power Supply in Ultra Compact 140mm in Depth,231.36,SilverStone Technology,SST-ST1000-PTS,1000 W,80+ Platinum,https://amazon.com/dp/B07N4RZRPY?tag=pcbuilder00-20
"GIGABYTE G750H, 80+ Gold Certified 750W Modular Power Supply",178.68 (Used),Gigabyte,G750H 80 Plus Gold,750 W,80+ Gold,https://amazon.com/dp/B01N7JHVDW?tag=pcbuilder00-20
NZXT E850 - NP-1PM-E850A-US - 850-Watt ATX Gaming Power Supply (PSU) - Fully Modular Design - 80 Plus Gold Certified - Silent Operation - Digital Voltage and Temperature Monitoring - 10 Year Warranty,259,NZXT,NP-1PM-E850A-US,850 W,80+ Gold,https://amazon.com/dp/B07CGCFWJY?tag=pcbuilder00-20
"SilverStone Technology SX500-G 500W SFX Fully Modular 80 Plus Gold PSU with Improved 92mm Fan & Japanese Capacitors, SST-SX500-G",109.44,SilverStone Technology,SST-SX500-G,500 W,80+ Gold,https://amazon.com/dp/B075M5FRQS?tag=pcbuilder00-20
Cougar VTE600 80+ Bronze 600 Watt ATX Power Supply with Ultra-Silent Fan,89.99,COUGAR,VTE600,600 W,80+ Bronze,https://amazon.com/dp/B071RV6FPX?tag=pcbuilder00-20
CoolMax V-500 500 Watt 120MM Serial ATA Power Supply With Silent Fan,29.77,Coolmax Technologies,14621.00,500 W,80+,https://amazon.com/dp/B000LM7PCS?tag=pcbuilder00-20
Rosewill Green Series 430W 80 Plus Certified ATX12V/EPS12V Power Supply RG430-S12,80,Rosewill,RG430-S12,430 W,80+,https://amazon.com/dp/B004GLBID2?tag=pcbuilder00-20
"Enermax Platimax, 80+ Platinum Certified 1350W Full Modular, SLI Ready CrossFire Ready Power Supply",398.68 (Used),Enermax,Platimax,1350 W,80+ Platinum,https://amazon.com/dp/B008PSEMTY?tag=pcbuilder00-20
"Enermax Platimax D.F. 80+ Platinum Certified Full Modular 600W Power Supply with Amazing DFR Technolohy, Individually Sleeved Cable and 13.9cm Twister Bearing Fan, EPF600AWT,black",107.10,Enermax,EPF600AWT,600 W,80+ Platinum,https://amazon.com/dp/B01NCLCU62?tag=pcbuilder00-20
Be Quiet Dark Power Pro 11 550w Psu 80plus platin cabl,/A,be quiet!,Dark Power Pro 11,550 W,80+ Platinum,https://amazon.com/dp/B014QT9IX0?tag=pcbuilder00-20
"Seasonic Prime 600 Titanium, 80+ Titanium 600W Super Quiet Power Supply",336,Seasonic,PRIME Titanium,600 W,80+ Titanium,https://amazon.com/dp/B01N9OLE9X?tag=pcbuilder00-20
"Rosewill Gaming 80 Plus Gold 550W Power Supply / PSU, PHOTON Series Full Modular 550 Watt 80 PLUS Gold Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",77.99,Rosewill,PHOTON-550,550 W,80+ Gold,https://amazon.com/dp/B00NWW3WVW?tag=pcbuilder00-20
"be quiet! Dark Power Pro 12 1200W, 80 Plus Titanium Efficiency, Power Supply, ATX, Fully Digital, Modular, virtually inaudible Silent",437.49,be quiet!,Dark Power Pro 12,1200 W,80+ Titanium,https://amazon.com/dp/B08HGQKBQZ?tag=pcbuilder00-20
"Corsair AX1000 Series, 80+ Titanium Certified 1000W Fully Modular Power Supply",/A,Corsair,AX1000,1000 W,80+ Titanium,https://amazon.com/dp/B07M9TP7VM?tag=pcbuilder00-20
"Antec High Current Gamer HCG-750, 80 PLUS BRONZE, 750 Watt Power Supply",185.99,Antec,HCG-750,750 W,80+ Bronze,https://amazon.com/dp/B0046L1PC6?tag=pcbuilder00-20
"Antec High Current Gamer HCG-400, 80 PLUS BRONZE, 400 Watt Power Supply",249.99,Antec,HCG-400,400 W,80+ Bronze,https://amazon.com/dp/B0047YITWG?tag=pcbuilder00-20
"Rosewill Gaming 80 Plus Gold 750W Power Supply / PSU, PHOTON Series Full Modular 750 Watt 80 PLUS Gold Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",/A,Rosewill,PHOTON-750,750 W,80+ Gold,https://amazon.com/dp/B00NZCBS6A?tag=pcbuilder00-20
"Corsair Enthusiast Series 850-Watt 80 Plus Bronze Certified Power Supply Compatible with Core i3, i5, i7 and platforms",599.99,Corsair,TX850,850 W,80+ Bronze,https://amazon.com/dp/B004MYFODS?tag=pcbuilder00-20
RAIDMAX RX-735AP-R 80 Plus Bronze Authentication Semi Plug-in Type 4 Pin RGB Header Compatible Thunder RGB,64.99,Raidmax,RX-735AP,735 W,80+ Bronze,https://amazon.com/dp/B076QHHB6X?tag=pcbuilder00-20
Apevia ATX-JP1000W Jupiter 1000W 80 Plus Bronze Certified Active PFC High Performance ATX Gaming Power Supply,94.84,Apevia,ATX-JP1000W,1000 W,80+ Bronze,https://amazon.com/dp/B01IE0C8WU?tag=pcbuilder00-20
GIGABYTE PW400 400w Quiet Fan Power Supply with 80+ Certified and Active Power Protection,/A,Gigabyte,PW400,400 W,80+,https://amazon.com/dp/B0731L99RW?tag=pcbuilder00-20
Be Quiet! BN227 SFX Power 2 Alimentation PC 400 W,/A,be quiet!,BN227,400 W,80+ Bronze,https://amazon.com/dp/B00I5ZZI2W?tag=pcbuilder00-20
"Rosewill Gaming Power Supply, Arc 750 Watt 80 Plus Bronze Certified PSU with Silent 120mm Fan and Auto Fan Speed Control",76.99,Rosewill,ARC 750,750 W,80+ Bronze,https://amazon.com/dp/B00KJMCXOA?tag=pcbuilder00-20
"ZEUS GAMDIAS RGB Gaming PC Power Supply 750W 80 Plus Gold Certified 750 Watt PSU for Computers with Active PFC, Sync with RGB Motherboards",79.99,ZEUS GAMDIAS,KRATOS P1A-750G,750 W,80+ Gold,https://amazon.com/dp/B08W56VRL5?tag=pcbuilder00-20
ZEUS GAMDIAS RGB Gaming PC Power Supply 650W 80 Plus Gold Certified 650 Watt PSU for Computers and Desktops with Active PFC,72.99,ZEUS GAMDIAS,KRATOS P1-650G,650 W,80+ Gold,https://amazon.com/dp/B07WCT24GH?tag=pcbuilder00-20
"Corsair RM Series, RM550, 550 Watt (550W), Fully Modular Power Supply, 80+ Gold Certified",299.99,Corsair,CP-9020053-NA,550 W,80+ Gold,https://amazon.com/dp/B00EB7UIO6?tag=pcbuilder00-20
Seasonic PRIME 1000 Platinum SSR-1000PD 1000W 80+ Platinum ATX12V & EPS12V,408.97,Seasonic,SSR-1000PD (V2) ULTRA,1000 W,80+ Platinum,https://amazon.com/dp/B075M3B1R7?tag=pcbuilder00-20
"CORSAIR CS750M, 750 Watt, 80+ Gold Certified, Semi Modular Power Supply",155.61 (Used),Corsair,CS750M,750 W,80+ Gold,https://amazon.com/dp/B00GH9NA0A?tag=pcbuilder00-20
CORSAIR Enthusiast Series TX750M Modular 750W ATX12V 80 PLUS BRONZE Certified High Performance Power Supply - CP-9020003-NA,499.99,Corsair,CP-9020003-NA,750 W,80+ Bronze,https://amazon.com/dp/B005E98FVS?tag=pcbuilder00-20
Fractal Design Ion SFX 650G - 80 Plus Gold Certified 650W Full Modular SFX-L Power Supply with UltraFlex DC Wires – 120 mm Silent Fan with FDB Bearings – Zero RPM Mode,/A,Fractal Design,Ion SFX 650G,650 W,80+ Gold,https://amazon.com/dp/B07ZQVYCFD?tag=pcbuilder00-20
"Fractal Design Ion SFX 500G, 80 Plus Gold Certified 500W Full Modular SFX-L Power Supply with UltraFlex DC Wires",/A,Fractal Design,Ion SFX-L,500 W,80+ Gold,https://amazon.com/dp/B07ZQVSNF8?tag=pcbuilder00-20
Tacens PSU ATX Radix VII 600W 80 Plus Silver,137,Tacens,1RVIIAG600,600 W,80+ Silver,https://amazon.com/dp/B00NQ4MHHG?tag=pcbuilder00-20
"Corsair CSM Series, CS550M, 550 Watt, 80+ Gold Certified, Semi Modular Power Supply",288.61 (Used),Corsair,CS550M,550 W,80+ Gold,https://amazon.com/dp/B00GH9NA6O?tag=pcbuilder00-20
"Super Flower Leadex Titanium 1000W 80+ Titanium, ECO Fanless & Silent Mode",319.99,SUPER FLOWER,SF-1000F14HT,1000 W,80+ Titanium,https://amazon.com/dp/B010IYY59Y?tag=pcbuilder00-20
"Be Quiet! 450W Straight Power 11 PSU, Modular, Fluid Dynamic Fan, SLI/XFire, 80+ Gold",126.36,be quiet!,BN280,450 W,80+ Gold,https://amazon.com/dp/B078X22YBS?tag=pcbuilder00-20
"Super Flower Leadex Titanium 850W 80+ Titanium, ECO Fanless & Silent Mode, Full Modular Power Supply, Dual Ball Bearing Fan",234.99,Super Flower,SF-850F14HT,850 W,80+ Titanium,https://amazon.com/dp/B010IZ0YAW?tag=pcbuilder00-20
SilverStone Tek Essential 750W 80 Plus Gold Certified Power Supply with Flat Black Cables and Quiet Fan Curve,99.99,SilverStone Technology,Essential,750 W,80+ Gold,https://amazon.com/dp/B0762R8WJ9?tag=pcbuilder00-20
"Antec Signature Series SP1300, 80 PLUS Platinum Certified, 1300W Full Modular with OC Link Feature, PhaseWave Design, Full Top-Grade Japanese Caps, Zero RPM Mode, 135 mm FDB Silence & 10-Year Warranty",284.99,Antec,SP1300,1300 W,80+ Platinum,https://amazon.com/dp/B0895BNTKK?tag=pcbuilder00-20
"Antec Signature Series ST1000, 80 PLUS Titanium Certified, 1000W Full Modular with OC Link Feature, PhaseWave Design, Full Top-Grade Japanese Caps, Zero RPM Mode, 135 mm FDB Silence & 10-Year Warranty",240,Antec,ST1000,1000 W,80+ Titanium,https://amazon.com/dp/B0895CR5X8?tag=pcbuilder00-20
"Antec Signature Series SP1000, 80 PLUS Platinum Certified, 1000W Full Modular with OC Link Feature, PhaseWave Design, Full Top-Grade Japanese Caps, Zero RPM Mode, 135 mm FDB Silence & 10-Year Warranty",229.02,Antec,SP1000,1000 W,80+ Platinum,https://amazon.com/dp/B0895DBGH9?tag=pcbuilder00-20
FSP Hydro GE 650W 80 PLUS Gold Certified Full Modular Active PFC Power Supply,89.99,FSP,HGE650,650 W,80+ Gold,https://amazon.com/dp/B077VJDWZ1?tag=pcbuilder00-20
FSP Hydro GE 550W 80 PLUS Gold Certified Full Modular Active PFC Power Supply,79.99,FSP,HGE550,550 W,80+ Gold,https://amazon.com/dp/B077V9SVSK?tag=pcbuilder00-20
FSP Hydro G PRO 850W 80 Plus Gold Full Modular ATX 12V V2.52 Active PFC Power Supply with 10-Year Warranty (HG2-850),129.99,FSP,PS-FS-HYDR850W,850 W,80+ Gold,https://amazon.com/dp/B07VPCC1J3?tag=pcbuilder00-20
Thermaltake Toughpower 1500W 80 Plus Gold Semi Modular PSU ATX 12V or EPS 12V Ultra Quiet Power Supply,444.04 (Used),Thermaltake,Toughpower,1500 W,80+ Gold,https://amazon.com/dp/B00M2UIN6Y?tag=pcbuilder00-20
