Title,Price,Brand,Model,chipset,Form factor,Socket type,Memory slots,max_memory_support,Link
GIGABYTE Z590 AORUS Xtreme (USB 3.2 Gen2X2 Type-C/Intel Thunderbolt 4/ AORUS PRO Gen4 AIC Adaptor/Gaming Motherboard),848.48,Gigabyte,Z590 AORUS XTREME,Intel Z590,Extended ATX,LGA 1200,,,https://amazon.com/dp/B083HZ86V5?tag=pcbuilder00-20
Biostar Z590GTA Racing 11th/10th Gen Intel LGA1200 PCIe 4.0 ATX Chia Farming Gaming Motherboard,199.99,Biostar,Z590GTA,Intel Z590,ATX,LGA 1200,,,https://amazon.com/dp/B093Z9WXJN?tag=pcbuilder00-20
GIGABYTE Z590 AORUS Tachyon (USB 3.2 Gen2X2 Type-C/Intel WiFi 6E/ 2.5GbE LAN/Onboard Overclocking Kit/Motherboard),529.99,Gigabyte,Z590 AORUS TACHYON,Intel Z590,Extended ATX,LGA 1200,,,https://amazon.com/dp/B083GT6ZBX?tag=pcbuilder00-20
"EVGA Z590 Dark, 121-RL-E599-KR, LGA 1200, Intel Z590, 2.5Gb/s LAN, WiFi6/BT5.2, USB 3.2 Gen2x2, M.2, U.2, EATX, Intel Motherboard",339.99,EVGA,121-RL-E599-KR,Intel Z590,Extended ATX,LGA 1200,,,https://amazon.com/dp/B09GZ7YNH2?tag=pcbuilder00-20
"ASUS TUF Gaming H570-PRO WiFi 6 LGA1200 ATX Gaming Motherboard (Front Panel TypeC™ Connector, Thunderbolt™ 4 Support)",180.35,ASUS,GAMING H570-PRO WIFI,Intel H570,ATX,LGA 1200,,,https://amazon.com/dp/B08WRBXYJ9?tag=pcbuilder00-20
"ASUS Prime H570M-PLUS/CSM LGA1200 MicroATX Motherboard (HDMI, DVI, DisplayPort, Intel 1Gb LAN, USB 3.2 Gen 2 Type-C, Thunderbolt™ 4, ACCE)",140.60,ASUS,H570M-PLUS/CSM,Intel H570,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08WR3DBWL?tag=pcbuilder00-20
ASROCK H570M-ITX/AC Intel SOCKET1200 for Intel 10TH/11TH GEN CORE,158.30,ASRock,H570M-ITX/AC,Intel H570,Mini ITX,LGA 1200,,,https://amazon.com/dp/B08XMSPQ4C?tag=pcbuilder00-20
ASRock H570M Pro4 Compatible Intel 10th and 11th Generation CPU (LGA1200) with H570 Chipset MicroATX Motherboard,127.09,ASRock,H570M Pro4,Intel H570,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08X1TDPV8?tag=pcbuilder00-20
"ASUS Pro Q570M-C/CSM LGA1200 mATX Commercial Motherboard (USB 3.2 Type-C, COM debug Header, self-Recovering BIOS, ACCE)",137.62,ASUS,Q570M-C/CSM,Intel Q570,Micro ATX,LGA 1200,,,https://amazon.com/dp/B09322DLZS?tag=pcbuilder00-20
GIGABYTE B560 AORUS PRO AX (USB 3.2 Gen2X2 Type-C/Intel WiFi 6/2.5GbE LAN/Motherboard),199,Gigabyte,B560,Intel B560,ATX,LGA 1200,,,https://amazon.com/dp/B08YKFJXZH?tag=pcbuilder00-20
GIGABYTE B560M DS3H V2 (LGA 1200/ Intel/ B560/ Micro-ATX/Dual M.2/ PCIe 4.0/ USB 3.2 Gen1/ GbE LAN/Motherboard),103.31,Gigabyte,B560M DS3H V2,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B09M98PY9R?tag=pcbuilder00-20
GIGABYTE B560M AORUS PRO AX (LGA 1200/ Intel/ B560/ Micro-ATX/Dual M.2/ PCIe 4.0/ USB 3.2 Gen2X2 Type-C/Intel WiFi 6/2.5GbE LAN/Motherboard),178.03,Gigabyte,B560M AORUS PRO AX,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B083HZHL6Y?tag=pcbuilder00-20
GIGABYTE B560M DS3H LGA 1200/ Intel/ B560/ Micro-ATX/Dual M.2/ PCIe 4.0/ USB 3.2 Gen1/ GbE LAN/Motherboard,95.99 (Used),Gigabyte,B560M DS3H,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08YKCBV9M?tag=pcbuilder00-20
"ASUS Prime B560M-A LGA 1200 (Intel 11th/10th Gen) micro ATX motherboard (PCIe 4.0,2x M.2 slots, 8 power stages, 1 Gb LAN, DP, dual HDMI,USB 3.2 Gen 2 Type-C,V-M.2-Key E slot for Wi-Fi,Aura Sync RGB)",129.99,ASUS,PRIME B560M-A,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08W726FGL?tag=pcbuilder00-20
"MSI B560M PRO-VDH WiFi (mATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, CFX, M.2 Slots, USB 3.2, 2.5G LAN, DP/HDMI)",99.99,MSI,B560M PRO-VDH WIFI,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B092HLGFXK?tag=pcbuilder00-20
"MSI MPG B560I Gaming Edge WiFi Gaming Motherboard (m-ITX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, CFX, M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI, Wi-Fi 6E)",155,MSI,MPG B560I GAMING EDGE WIFI,Intel B560,Mini ITX,LGA 1200,,,https://amazon.com/dp/B092HSSGDY?tag=pcbuilder00-20
"MAG B560 Torpedo (ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, CFX, M.2 Slots, USB 3.2, 2.5G LAN, DP/HDMI)",169.99,MSI,MAG B560 TORPEDO,Intel B560,ATX,LGA 1200,,,https://amazon.com/dp/B08WCMNJ6J?tag=pcbuilder00-20
"MSI B560M PRO-VDH ProSeries Motherboard Micro-ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, M.2 Slots, SATA 6Gb/s, USB 3.2, 2.5G LAN, DP/HDMI",119.99,MSI,7D18-002R,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08ZJDXZ62?tag=pcbuilder00-20
ASRock B560 PRO4 4DDR4 LGA1200,113.61,ASRock,B560 Pro4,Intel B560,ATX,LGA 1200,,,https://amazon.com/dp/B08VH3DX2N?tag=pcbuilder00-20
"MSI MAG B560M Mortar WiFi Gaming Motherboard (mATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, CFX, M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI, Wi-Fi 6E)",149.99,MSI,MAG B560M MORTAR WIFI,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08WCTZ2VX?tag=pcbuilder00-20
ASROCK B560M-HDV Intel SOCKET1200 for Intel 10TH/11TH GEN CORE,97,ASRock,B560M-HDV,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08XNGQ1RT?tag=pcbuilder00-20
Asrock B560 Steel Legend Intel SOCKET1200 for Intel 10TH/11TH GEN CORE,165.46,ASRock,B560 STEEL LEGEND,Intel B560,ATX,LGA 1200,,,https://amazon.com/dp/B08XMSQK1P?tag=pcbuilder00-20
ASRock B560M Steel Legend Compatible with Intel 10th and 11th Generation CPU (LGA1200) B560 Chipset MicroATX Motherboard,129.45,ASRock,B560M STEEL LEGEND,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08XXSJ6YN?tag=pcbuilder00-20
"MSI MAG B560M Bazooka Gaming Motherboard (mATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI)",258.68 (Used),MSI,MAG B560M BAZOOKA,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08WBY8Q5V?tag=pcbuilder00-20
ASUS Pro-B560M-CT/CSM LGA1200 (Intel® 10th&11th Gen) mATX Commercial Motherboard,119.99,ASUS,PRO B560M-CT/CSM,Intel B560,Micro ATX,LGA 1200,,,https://amazon.com/dp/B0979RYQ87?tag=pcbuilder00-20
"MSI MPG Z590 Gaming Carbon WiFi Gaming Motherboard (ATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, CFX, M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6E, DP/HDMI, Mystic Light RGB)",159.99,MSI,Z590CARBWIFI,Intel H510,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08WBW8DB7?tag=pcbuilder00-20
"MSI H510M-A PRO ProSeries Motherboard (mATX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, M.2 Slot, USB 3.2 Gen 1, 2.5G LAN, D-SUB/HDMI)",89.99,MSI,H510M-A PRO,Intel H510,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08WBYHQLM?tag=pcbuilder00-20
"ASUS Prime H510M-E LGA1200 (Intel 11th/10th Gen) Micro-ATX Motherboard (PCIe 4.0,M.2 Slot, 1Gb LAN, DP,HDMI, D-Sub, USB 3.2 Gen 1, COM Header, TPM Header, 4K@60Hz)",85.99,ASUS,PRIME H510M-E,Intel H510,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08WRX47LN?tag=pcbuilder00-20
"ASRock H510M-HDV/M.2 Compatible with Intel 10th and 11th Generation CPUs (LGA1200) H510 Chipset, MicroATX Motherboard",94.22,ASRock,90-MXBFT0-A0UAYZ,Intel H510,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08XNJNX5D?tag=pcbuilder00-20
ASUS Prime H510M-D Intel H510 LGA 1200 Micro ATX DDR4-SDRAM Motherboard,206,ASUS,90MB17M0-M0EAY0,Intel H510,Micro ATX,LGA 1200,,,https://amazon.com/dp/B08CRQ1LPQ?tag=pcbuilder00-20
Bios H510MHP 6.0 R2.0 H510,106.49,Biostar,500237153,Intel H510,Micro ATX,LGA 1200,,,https://amazon.com/dp/B0B76C1S7R?tag=pcbuilder00-20
"MSI MPG Z490 Gaming Edge WiFi ATX Gaming Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, CF, Dual M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6, DP/HDMI, Mystic Light RGB)",146.38,MSI,MSI MPG Z490 GAMING EDGE WIFI,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0876J8436?tag=pcbuilder00-20
"MSI MPG Z490 Gaming Plus Gaming Motherboard (ATX, 10th Gen Intel Core, LGA 1200 Socket, DDR4, CF, Dual M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI, Mystic Light RGB)",139.99,MSI,MPG Z490 Gaming Plus,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0876HBFVC?tag=pcbuilder00-20
"ASUS ROG Strix Z490-E Gaming Z490 (WiFi 6) LGA 1200 (Intel 10th Gen) ATX Gaming Motherboard (14+2 Power Stages, DDR4 4600, Intel 2.5 Gb Ethernet, Bluetooth v5.1, Dual M.2 and Aura Sync)",519,ASUS,ROG Strix Z490-E Gaming,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B086QSH67R?tag=pcbuilder00-20
"MSI MPG Z490 Gaming Carbon WiFi Gaming Motherboard (ATX, 10th Gen Intel Core, LGA 1200 Socket, DDR4, SLI/CF, Dual M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6, DP/HDMI, Mystic Light RGB)",119.99,MSI,MPG Z490 Gaming Carbon WiFi,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0876HV8T3?tag=pcbuilder00-20
"ASUS ROG Maximus XII Hero Z490 (WiFi 6) LGA 1200 (Intel 10th Gen) ATX Gaming Motherboard (14+2 Power Stages, DDR4 4800+, 5Gbps LAN, Intel LAN, Bluetooth v5.1, Triple M.2, Aura Sync)",576.69,ASUS,ROG MAXIMUS XII HERO (WI-FI),Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B086QT2Y86?tag=pcbuilder00-20
"ASUS Prime Z490-A LGA 1200 (Intel 10th Gen) ATX Motherboard (14 DrMOS Power Stages,Dual M.2, Intel 2.5 Gb Ethernet, USB 3.2 Front Panel Type-C, Thunderbolt 3 Support, Aura Sync RGB)",109.99 (Used),ASUS,PRIME Z490-A,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087LNZXDV?tag=pcbuilder00-20
MSI Pro Intel Z490 LGA 1200 ATX DDR4-SDRAM Motherboard,183.71,MSI,Pro Intel Z490,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0886R2VJW?tag=pcbuilder00-20
"MSI MAG Z490 Tomahawk Gaming Motherboard (ATX, 10th Gen Intel Core, LGA 1200 Socket, DDR4, CF, Dual M.2 Slots, USB 3.2 Gen 2, Type-C, 2.5G LAN, DP/HDMI, Mystic Light RGB)",89.99,MSI,MAG Z490 Tomahawk Gaming,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0876GJWFP?tag=pcbuilder00-20
"MSI MEG Z490 Unify ATX Gaming Motherboard (10th Gen Intel Core, LGA 1200 Socket, SLI/CF, Triple M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6)",216.10 (Used),MSI,MEG Z490 Unify,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0876GSMZB?tag=pcbuilder00-20
"MSI MEG Z490I Unify Gaming Motherboard (LGA 1200, Intel 10th Gen, M.2, USB 3.2 Gen 2, DDR4, Wi-Fi 6, SLI, CFX, Gigabit LAN, Thunderbolt 3, Mini-ITX)",299.59,MSI,MEG Z490I UNIFY,Intel Z490,Mini ITX,LGA 1200,,,https://amazon.com/dp/B0876H2R85?tag=pcbuilder00-20
"ASUS Prime Z490-P LGA 1200 (Intel 10th Gen) ATX Motherboard (Dual M.2, DDR4 4600, 1 Gb Ethernet, USB 3.2 Gen 2 USB Type-A, Thunderbolt 3 Support, Aura Sync RGB)",249.99,ASUS,PRIME Z490-P,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B07ZT3F95V?tag=pcbuilder00-20
GIGABYTE Z490 Vision G (Intel LGA1200/Z490/ATX/2xM.2/Realtek ALC1220-VB/Intel LAN/SATA 6Gb/s/USB 3.2 Gen 2/SLI Support/HDMI/Motherboard),358.68 (Used),Gigabyte,Z490 VISION G,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GS5Y5C?tag=pcbuilder00-20
"ASUS TUF Gaming Z490-Plus (WiFi 6), LGA 1200 (Intel 10th Gen) ATX Gaming Motherboard (Dual M.2, 12+2 Power Stages, USB 3.2 Front Panel Type-C, Intel WiFi 6 & 1Gb LAN, Aura Sync)",278,ASUS,TUF Gaming Z490-PLUS (WI-FI),Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B086QSD3M4?tag=pcbuilder00-20
"ASUS ROG Strix Z490-A Gaming Z490 LGA 1200(Intel 10th Gen) ATX White Scheme Gaming Motherboard (12+2 Power Stages, DDR4 4600, Intel 2.5 Gb Ethernet, USB 3.2 Gen 2, Aura Sync)",169.99 (Used),ASUS,ROG STRIX Z490-A GAMING,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087Z42S3P?tag=pcbuilder00-20
"ASUS ROG Maximus XII Formula Z490 (WiFi 6) LGA 1200 (Intel 10th Gen) ATX Gaming Motherboard (16 Power Stages, EK CrossChill III, 10 Gbps & Intel 2.5Gb LAN, Triple M.2, 2” Livedash OLED, Aura Sync)",499.99,ASUS,ROG MAXIMUS XII FORMULA,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087LHPYT6?tag=pcbuilder00-20
"ASUS ROG Strix Z490-G Gaming (WiFi 6) Z490 LGA 1200 (Intel 10th Gen) SFF Micro ATX Gaming Motherboard (12+2 Power Stages, Intel 2.5 Gb Ethernet, Bluetooth v5.1 and Aura Sync)",190 (Used),ASUS,ROG STRIX Z490-G GAMING(WI-FI),Intel Z490,Micro ATX,LGA 1200,,,https://amazon.com/dp/B087YTNRKN?tag=pcbuilder00-20
GIGABYTE Z490 AORUS Elite AC (Intel LGA1200/Z490/ATX/2xM.2 Thermal Guard/Realtek ALC1200/SATA 6Gb/s/USB 3.2 Gen 2/Intel 802.11ac/2.5 GbE LAN/RGB Fusion/Gaming Motherboard),374,Gigabyte,Z490 AORUS ELITE AC,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GFYBCW?tag=pcbuilder00-20
"MSI MEG Z490 ACE Gaming Motherboard (ATX, 10th Gen Intel Core, LGA 1200 Socket, SLI/CF, Triple M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6, Mystic Light RGB)",294.21,MSI,MEG Z490 ACE,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B0876H5X58?tag=pcbuilder00-20
"ASUS ROG Strix Z490-I Gaming Z490 (WiFi 6) LGA 1200 (Intel 10th Gen) Mini-ITX Gaming Motherboard 8+2 Power Stages, DDR4 4800, Intel 2.5 Gb Ethernet, USB 3.2 Front Panel Type-C, HDMI 2.0a, Aura Sync",278.19,ASUS,ROG Strix Z490-I Gaming,Intel Z490,Mini ITX,LGA 1200,,,https://amazon.com/dp/B086QSDZ4C?tag=pcbuilder00-20
GIGABYTE Z490 AORUS Master (Intel LGA1200/Z490/ ATX/Intel 2.5G LAN/ 3xM.2 Thermal Guard/SATA 6Gb/s/ USB 3.2 Gen 2/Intel Wi-Fi 6/ESS Sabre DAC/Fins Array II/Gaming Motherboard),269.99,Gigabyte,Z490 AORUS MASTER,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GH5SK2?tag=pcbuilder00-20
GIGABYTE Z490 AORUS Ultra (Intel LGA1200/Z490/ATX/Intel 2.5G LAN/3xM.2 Thermal Guard/SATA 6Gb/s/USB 3.2 Gen 2/Intel Wi-Fi 6//Realtek ALC1220-VB/RGB Fusion/Gaming Motherboard),349.99,Gigabyte,Z490 AORUS ULTRA,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GY4263?tag=pcbuilder00-20
"MSI MEG Z490 GODLIKE Gaming Motherboard (E-ATX, 10th Gen Intel Core, LGA 1200 Socket, DDR4, SLI/CF, Triple M.2 Slots, Thunderbolt 3 Type-C, Wi-Fi 6, Mystic Light RGB)",667.18,MSI,MSI MEG Z490 GODLIKE,Intel Z490,Extended ATX,LGA 1200,,,https://amazon.com/dp/B0876H6RDM?tag=pcbuilder00-20
"MSI MPG Z490M Gaming Edge WiFi Gaming Motherboard (LGA 1200, Intel 10th Gen, M.2, USB 3.2 Gen 2, DDR4, Wi-Fi 6, SLI, CFX, Gigabit LAN, HDMI, DisplayPort, Micro-ATX)",/A,MSI,MPG Z490M GAMING EDGE WIFI,Intel Z490,Micro ATX,LGA 1200,,,https://amazon.com/dp/B0876HR4D4?tag=pcbuilder00-20
GIGABYTE Z490 Vision D (Intel LGA1200/Z490/ATX/3xM.2/Dual Thunderbolt 3/SATA 6Gb/s/USB 3.2 Gen 2/Intel WiFi 6/Direct 12 Phase Digital Power/Intel 2.5G LAN/Motherboard),698.86 (Used),Gigabyte,Z490 VISION D,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GY811K?tag=pcbuilder00-20
GIGABYTE Z490 AORUS Elite (Intel LGA1200/Z490/ATX/2xM.2/Realtek ALC1200/SATA 6Gb/s/USB 3.2 Gen 2/2.5 GbE LAN/RGB Fusion/Gaming Motherboard),229,Gigabyte,Z490 AORUS ELITE,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GY1TZ3?tag=pcbuilder00-20
"ASUS TUF Gaming Z490-Plus, LGA 1200 (Intel 10th Gen) ATX Motherboard (12+2 Power Stages, USB 3.2 Front Panel Type-C, 1Gb LAN, Addressable Gen 2 RGB Header & Aura Sync)",290,ASUS,TUF GAMING Z490-PLUS,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087YP3HBT?tag=pcbuilder00-20
GIGABYTE Z490 AORUS PRO AX (Intel LGA1200/Z490/ATX/Intel 2.5G LAN/Direct 12 Phase Digital Power/Dual M.2/SATA 6Gb/s/USB 3.2 Gen 2/Intel WiFi 6/Fins-Array II/Gaming Motherboard),449.99,Gigabyte,Z490 AORUS PRO AX,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087H2KNLR?tag=pcbuilder00-20
GIGABYTE Z490I AORUS Ultra (Intel LGA1200/Z490/Mini-ITX/Dual M.2/Realtek ALC1220-VB/SATA 6Gb/s/USB 3.2 Gen 2/WiFi 6/2.5 GbE LAN/HDMI/Gaming Motherboard),349.99,Gigabyte,Z490I AORUS ULTRA,Intel Z490,Mini ITX,LGA 1200,,,https://amazon.com/dp/B087GYFZ3Q?tag=pcbuilder00-20
GIGABYTE Z490 UD (Intel LGA1200/Z490/ATX/Dual M.2/Realtek ALC887/Realtek 8118 Gaming LAN/SATA 6Gb/s/USB 3.2 Gen 2/HDMI/Motherboard),298.86 (Used),Gigabyte,Z490 UD,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087H23JF2?tag=pcbuilder00-20
"ASUS Prime Z490M-PLUS LGA 1200 (Intel 10th Gen) Z490 Micro ATX Motherboard (Dual M.2, DDR4 4600, 1 Gb Ethernet, USB 3.2 Gen 2 USB Type-A, Thunderbolt 3 Support, Aura Sync RGB)",386.68 (Used),ASUS,Prime Z490M-PLUS,Intel Z490,Micro ATX,LGA 1200,,,https://amazon.com/dp/B086QT66PW?tag=pcbuilder00-20
ASRock Z490M-ITX/ac Supports 10 th Gen Intel Core Processors (Socket 1200) Motherboard,/A,ASRock,Z490M-ITX/ac,Intel Z490,Mini ITX,LGA 1200,,,https://amazon.com/dp/B087TDGDP7?tag=pcbuilder00-20
"ASUS ProArt Z490-CREATOR 10G Intel Z490 LGA 1200 ATX Content Creation Motherboard (12+2 Power Stages, DDR4 4600, 10G LAN Card, 2.5G Intel LAN, Thunderbolt 3 Type-C, M.2, USB 3.2 Gen 2)",293.99,ASUS,ProART Z490-CREATOR 10G,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087YVMZ5K?tag=pcbuilder00-20
"ASUS ROG Maximus XII Extreme Z490 (WiFi 6) LGA 1200(Intel 10th Gen) EATX Gaming Motherboard (16 Power Stages, 10 G & Intel 2.5G LAN, Fan Extension Card & ThunderboltEX 3-TR Card, 2” Livedash OLED)","1,879",ASUS,ROG MAXIMUS XII EXTREME,Intel Z490,Extended ATX,LGA 1200,,,https://amazon.com/dp/B087LKNCW3?tag=pcbuilder00-20
GIGABYTE Z490M Gaming X (Intel LGA1200/Z490/Micro ATX/M.2/Realtek ALC892/Intel GbE LAN/SATA 6Gb/s/USB 3.2 Gen 2/HDMI/Gaming Motherboard),304.99,Gigabyte,Z490M GAMING X,Intel Z490,Micro ATX,LGA 1200,,,https://amazon.com/dp/B087GYYNWX?tag=pcbuilder00-20
ASRock Z490 Extreme4 Supports 10 th Gen and Future Generation Intel Core TM Processors (Socket 1200) Motherboard,319.99,ASRock,Z490 Extreme4,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087TKQ4RS?tag=pcbuilder00-20
GIGABYTE Z490 Gaming X (Intel LGA1200/Z490/ATX/2xM.2/Realtek ALC892/Intel LAN/SATA 6Gb/s/USB 3.2 Gen 2/HDMI/Gaming Motherboard),798.86 (Used),Gigabyte,Z490 GAMING X,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087GXPBMV?tag=pcbuilder00-20
ASRock Z490 Steel Legend Supports 10 th Gen and Future Generation Intel Core TM Processors (Socket 1200) Motherboard,388.45,ASRock,Z490 Steel Legend,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087TFWLWS?tag=pcbuilder00-20
ASRock Z490 Taichi Supports 10 th Gen and Future Generation Intel Core TM Processors (Socket 1200) Motherboard,259,ASRock,Z490 Taichi,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087TBBTGN?tag=pcbuilder00-20
ASRock Z490M PRO4 Supports 10 th Gen Intel Core Processors (Socket 1200) Motherboard,311.41 (Used),ASRock,Z490M PRO4,Intel Z490,Micro ATX,LGA 1200,,,https://amazon.com/dp/B087TDJ2QN?tag=pcbuilder00-20
ASRock Z490 Phantom Gaming 4 Supports 10 th Gen Intel Core Processor Motherboard,199.99 (Used),ASRock,Z490 Phantom Gaming 4,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087TBWZ6T?tag=pcbuilder00-20
Motherboard GIGABYTE Z490M,298.86 (Used),Gigabyte,Z490M,Intel Z490,Micro ATX,LGA 1200,,,https://amazon.com/dp/B088V5C2QM?tag=pcbuilder00-20
"ASUS ROG Maximus XII Apex (WiFi 6) Z490 LGA 1200 (Intel 10th Gen) ATX Gaming Motherboard (16 Power Stages, DDR4 5000, Intel 2.5Gb LAN, DIMM.2, USB 3.2 Gen 2 and Aura Sync RGB)",539.57,ASUS,ROG MAXIMUS XII APEX,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087YK8P2C?tag=pcbuilder00-20
"Asrock Z490 Phantom Gaming ITX/TB3 Supports 10 th Gen and Future Generation Intel Core Motherboard Processors (Socket 1200), Model Number: Z490 Phantom Gaming-ITX/TB3",343,ASRock,Z490 Phantom Gaming-ITX/TB3,Intel Z490,Mini ITX,LGA 1200,,,https://amazon.com/dp/B0888RJ3S5?tag=pcbuilder00-20
ASRock Z490 PRO4 Supports 10 th Gen Intel Core Processors (Socket 1200) Motherboard,155,ASRock,Z490 PRO4,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087TD675B?tag=pcbuilder00-20
Gigabyte Z490 UD AC (Intel LGA1200/Realtek ALC887/GbE 8118 Gaming LAN/SATA 6Gb/s/USB 3.2 Gen 2/HDMI/Motherboard),214.12,Gigabyte,Z490 UD AC,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B083FRCMYM?tag=pcbuilder00-20
"MSI MPG Z490 Carbon EK X Gaming Motherboard (ATX, 10th Gen Intel Core, LGA 1200 Socket, DDR4, SLI, CFX, Dual M.2 Slots, USB 3.2 Gen 2, 2.5G LAN, DP/HDMI, Mystic Light RGB)",598.86 (Used),MSI,MPG Z490 CARBON EK X,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B08DNC9WB8?tag=pcbuilder00-20
GIGABYTE Z490 AORUS Xtreme (Intel LGA1200/Z490/E-ATX/3xM.2 Thermal Guard/SATA 6Gb/s/USB 3.2 Gen 2/Onboard AC WiFi 6/Dual Thunderbolt 3/Essential USB DAC/Gaming Motherboards),823.03,Gigabyte,Z490 AORUS XTREME,Intel Z490,Extended ATX,LGA 1200,,,https://amazon.com/dp/B087H47Y71?tag=pcbuilder00-20
ASRock Z490 Phantom Gaming Velocita Supports 10 th Gen and Future Generation Intel Core TM Processors Motherboard (Socket 1200),313.92,ASRock,Z490 Phantom Gaming Velocita,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B087TMJ5YS?tag=pcbuilder00-20
"EVGA Z490 Dark K|NGP|N Edition, 131-CL-E499-KP, Intel Z490, 2.5Gbps LAN, WiFi/BT, USB 3.2 Gen2, M.2, U.2, EATX, Intel Motherboard",599.99,EVGA,131-CL-E499-KP,Intel Z490,Extended ATX,LGA 1200,,,https://amazon.com/dp/B08QQZNVP7?tag=pcbuilder00-20
Gigabyte Intel Z490 Aorus Ultra G2 ATX DDR4 Motherboard,278.94 (Used),Gigabyte,Z490 AORUS ULTRA G2 Edition,Intel Z490,ATX,LGA 1200,,,https://amazon.com/dp/B089NYHLB2?tag=pcbuilder00-20
